Time(ms),TCP_x(mm),TCP_y(mm),TCP_z(mm),TCP_rx(mm),TCP_ry(mm),TCP_rz(mm),Robot_I(A)
130.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.881
132.001,258.7,5804.4,177.9,1.234,1.181,64.329,0.881
134.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.092
136.006,258.7,5804.4,177.9,1.234,1.181,64.329,1.092
138.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.092
140.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.092
142.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.092
144.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.092
146.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
148.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
150.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
152.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
154.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
158.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
162.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
164.001,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
166.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
168.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
170.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
172.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
174.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
178.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
180.001,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
184.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
188.001,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
190.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
192.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
194.001,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
196.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
198.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
200.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
202.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
206.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
210.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.845
214.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.845
215.999,258.7,5804.4,177.9,1.234,1.181,64.329,0.845
218.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.845
220.001,258.7,5804.4,177.9,1.234,1.181,64.329,0.845
222.001,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
224.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
226.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
228.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
232.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
234.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
236.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
240.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
242.00199999999998,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
244.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
246.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
248.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
252.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
256.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
258.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
260.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
262.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
264.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
266.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
268.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
272.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
274.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
276.001,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
278.001,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
280.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
282.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
284.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
286.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
288.00100000000003,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
292.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
294.008,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
298.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
302.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
306.00100000000003,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
308.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
310.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
312.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.88
314.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.88
316.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.88
318.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.88
320.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.88
324.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
328.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
330.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
332.002,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
334.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
336.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
338.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
340.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
342.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
346.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
348.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
350.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
352.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
356.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
358.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
360.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
362.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
366.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
370.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
374.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
376.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
378.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
380.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
382.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
384.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
386.001,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
388.003,258.7,5804.4,177.9,1.234,1.181,64.329,1.056
390.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.056
394.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.056
396.0,258.7,5804.4,177.9,1.234,1.181,64.329,1.056
398.001,258.7,5804.4,177.9,1.234,1.181,64.329,1.056
400.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.881
402.005,258.7,5804.4,177.9,1.234,1.181,64.329,0.881
404.00199999999995,258.7,5804.4,177.9,1.234,1.181,64.329,0.881
406.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.881
408.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.881
410.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.881
414.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
418.0,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
421.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
423.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
425.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
427.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
429.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
431.997,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
433.997,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
435.997,258.7,5804.4,177.9,1.234,1.181,64.329,1.022
437.998,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
439.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
443.99699999999996,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
445.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
447.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
449.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
451.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
453.99600000000004,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
455.99600000000004,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
457.995,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
460.002,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
461.99600000000004,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
463.99600000000004,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
466.001,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
467.99600000000004,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
469.99600000000004,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
471.99600000000004,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
473.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
475.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
477.997,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
479.995,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
483.995,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
485.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
489.997,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
491.997,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
493.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
495.995,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
497.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
501.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
503.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
505.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
509.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
513.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.986
515.995,258.7,5804.4,177.9,1.234,1.181,64.329,0.987
519.9970000000001,258.7,5804.4,177.9,1.234,1.181,64.329,0.987
521.995,258.7,5804.4,177.9,1.234,1.181,64.329,0.987
523.9970000000001,258.7,5804.4,177.9,1.234,1.181,64.329,0.987
525.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.987
527.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
529.9970000000001,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
533.995,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
535.995,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
539.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
541.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
543.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
545.9979999999999,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
547.9960000000001,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
551.9960000000001,258.7,5804.4,177.9,1.234,1.181,64.329,1.021
553.997,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
557.9960000000001,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
559.9960000000001,258.7,5804.4,177.9,1.234,1.181,64.329,0.951
563.9960000000001,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
565.997,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
569.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
571.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
573.996,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
575.995,258.7,5804.4,177.9,1.234,1.181,64.329,1.057
577.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.846
581.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.846
583.997,258.7,5804.4,177.9,1.234,1.181,64.329,0.846
585.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.846
587.997,258.7,5804.4,177.9,1.234,1.181,64.329,0.846
590.001,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
591.996,258.7,5804.4,177.9,1.234,1.181,64.329,0.916
593.999,258.7,5804.5,177.9,1.234,1.181,64.329,0.916
595.997,258.7,5804.5,177.8,1.234,1.181,64.329,0.916
597.997,258.7,5804.5,177.8,1.234,1.181,64.329,0.916
599.998,258.7,5804.5,177.8,1.234,1.181,64.329,0.916
601.998,258.7,5804.5,177.8,1.234,1.181,64.329,0.563
605.998,258.6,5804.5,177.8,1.234,1.181,64.329,0.563
607.998,258.6,5804.5,177.7,1.234,1.181,64.329,0.563
609.998,258.6,5804.5,177.7,1.234,1.181,64.329,0.563
611.998,258.6,5804.5,177.7,1.234,1.182,64.329,0.563
613.998,258.6,5804.5,177.7,1.234,1.182,64.329,0.563
615.9970000000001,258.6,5804.5,177.7,1.234,1.182,64.329,0.74
617.996,258.5,5804.5,177.7,1.234,1.182,64.329,0.74
619.998,258.5,5804.5,177.2,1.234,1.182,64.329,0.74
621.998,258.5,5804.5,177.2,1.234,1.182,64.329,0.74
623.998,258.5,5804.5,177.2,1.234,1.181,64.329,0.74
627.9979999999999,258.5,5804.5,177.2,1.234,1.181,64.329,1.233
629.9979999999999,258.9,5804.5,177.2,1.234,1.181,64.329,1.233
631.9979999999999,258.9,5804.2,177.2,1.234,1.181,64.329,1.233
635.996,258.9,5804.2,177.3,1.234,1.181,64.329,1.233
637.9979999999999,258.9,5804.2,177.3,1.234,1.18,64.329,1.233
639.9979999999999,258.9,5804.2,177.3,1.234,1.18,64.329,1.268
641.9979999999999,258.9,5804.2,177.3,1.234,1.18,64.329,1.268
643.9970000000001,258.9,5804.1,177.3,1.234,1.18,64.329,1.268
645.999,258.9,5804.1,177.4,1.233,1.18,64.329,1.268
648.004,258.9,5804.1,177.4,1.233,1.18,64.329,1.268
650.004,258.9,5804.1,177.4,1.233,1.18,64.329,1.268
652.0010000000001,258.9,5804.1,177.4,1.233,1.18,64.329,1.162
656.004,258.8,5804.2,177.4,1.233,1.18,64.329,1.162
658.004,258.8,5804.2,177.2,1.233,1.18,64.329,1.162
660.004,258.8,5804.2,177.2,1.234,1.18,64.329,1.162
662.004,258.8,5804.2,177.2,1.234,1.181,64.329,1.162
664.004,258.8,5804.2,177.2,1.234,1.181,64.329,1.162
666.001,258.9,5804.2,177.2,1.234,1.181,64.329,1.198
668.004,258.9,5804.1,177.2,1.234,1.181,64.329,1.198
670.004,258.9,5804.1,177.0,1.234,1.181,64.329,1.198
672.004,258.9,5804.1,177.0,1.234,1.181,64.329,1.198
676.003,258.9,5804.1,177.0,1.234,1.181,64.329,1.198
678.002,258.9,5804.1,177.0,1.234,1.181,64.329,1.444
680.003,259.0,5804.1,177.0,1.234,1.181,64.329,1.444
682.0,259.0,5804.0,177.0,1.234,1.181,64.329,1.444
684.0,259.0,5804.0,177.6,1.234,1.181,64.329,1.444
685.999,259.0,5804.0,177.6,1.233,1.18,64.329,1.444
687.999,259.0,5804.0,177.6,1.233,1.18,64.329,1.444
689.998,259.0,5804.0,177.6,1.233,1.18,64.329,1.233
692.005,259.0,5804.0,177.6,1.233,1.18,64.329,1.233
694.0,258.7,5803.9,177.6,1.233,1.18,64.329,1.233
696.002,258.7,5803.9,177.6,1.233,1.18,64.329,1.233
700.0039999999999,258.7,5803.9,177.6,1.233,1.18,64.329,1.233
702.003,258.7,5803.9,177.6,1.233,1.18,64.329,1.233
706.0020000000001,258.8,5803.9,177.6,1.233,1.18,64.329,1.303
708.001,258.8,5803.8,177.6,1.233,1.18,64.329,1.303
710.003,258.8,5803.8,177.7,1.233,1.18,64.329,1.303
714.0020000000001,258.8,5803.8,177.7,1.233,1.18,64.329,1.303
718.001,258.9,5803.8,177.7,1.233,1.18,64.329,1.303
722.001,258.9,5803.8,177.7,1.233,1.18,64.329,1.303
724.0029999999999,258.9,5803.8,178.2,1.233,1.18,64.329,1.303
726.0020000000001,258.9,5803.8,178.2,1.233,1.179,64.329,1.303
728.0020000000001,258.9,5803.8,178.2,1.233,1.179,64.329,1.303
730.0020000000001,258.9,5803.8,178.2,1.233,1.179,64.329,1.198
732.0020000000001,258.9,5803.8,178.2,1.233,1.179,64.329,1.198
736.0029999999999,258.9,5803.7,178.3,1.233,1.179,64.329,1.198
738.0,258.9,5803.7,178.3,1.233,1.179,64.329,1.198
739.9970000000001,258.9,5803.7,178.3,1.233,1.179,64.329,1.198
743.996,258.9,5803.7,178.3,1.233,1.179,64.329,1.163
745.996,258.9,5803.7,178.3,1.233,1.179,64.329,1.163
747.996,258.9,5803.7,178.6,1.233,1.179,64.329,1.163
749.9970000000001,258.9,5803.7,178.6,1.233,1.179,64.329,1.163
751.9970000000001,258.9,5803.7,178.6,1.233,1.179,64.329,1.163
753.996,258.9,5803.7,178.6,1.233,1.179,64.329,1.163
755.996,258.9,5803.7,178.6,1.233,1.179,64.329,1.127
759.996,258.9,5803.7,178.7,1.233,1.179,64.329,1.127
763.996,258.9,5803.7,178.7,1.233,1.179,64.329,1.127
767.996,258.9,5803.7,178.7,1.233,1.179,64.329,0.986
771.9970000000001,258.9,5803.7,178.7,1.233,1.179,64.329,0.986
773.996,258.9,5803.7,178.7,1.233,1.179,64.329,0.986
775.996,258.9,5803.7,178.7,1.233,1.179,64.329,0.986
777.996,258.9,5803.7,178.7,1.233,1.179,64.329,0.986
779.996,258.9,5803.7,178.7,1.233,1.179,64.329,0.986
781.9970000000001,258.9,5803.7,178.7,1.233,1.179,64.329,1.092
783.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
787.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
791.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
793.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
795.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
797.995,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
799.995,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
801.9960000000001,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
803.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
807.9960000000001,258.8,5803.7,178.7,1.233,1.179,64.329,1.057
809.995,258.8,5803.7,178.7,1.233,1.179,64.329,1.057
813.995,258.8,5803.7,178.7,1.233,1.179,64.329,1.057
815.995,258.8,5803.7,178.7,1.233,1.179,64.329,1.057
817.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.057
821.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
823.995,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
825.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
827.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
829.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
831.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
833.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
837.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
839.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
841.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
843.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
845.997,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
847.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
849.9989999999999,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
851.997,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
855.998,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
857.997,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
859.996,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
863.9970000000001,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
866.004,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
868.0,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
869.999,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
872.001,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
875.999,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
877.999,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
882.0,258.8,5803.8,178.7,1.233,1.179,64.329,1.092
883.999,258.8,5803.8,178.7,1.233,1.179,64.329,0.986
887.999,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
889.999,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
891.999,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
893.999,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
895.999,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
898.0,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
900.0,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
901.999,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
903.9979999999999,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
907.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
911.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
913.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
915.997,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
917.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
919.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
921.9979999999999,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
923.9960000000001,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
925.9979999999999,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
927.9960000000001,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
931.9960000000001,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
935.995,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
937.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
939.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
942.0039999999999,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
943.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
945.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
947.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.986
949.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
951.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
953.998,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
956.0,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
957.999,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
959.999,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
961.999,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
963.999,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
965.999,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
967.999,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
969.9989999999999,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
971.998,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
973.998,258.8,5803.7,178.7,1.233,1.179,64.329,1.127
978.0,258.8,5803.7,178.7,1.233,1.179,64.329,0.987
981.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.987
985.997,258.8,5803.7,178.7,1.233,1.179,64.329,0.987
987.996,258.8,5803.7,178.7,1.233,1.179,64.329,0.987
989.9989999999999,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
991.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
993.996,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
995.9970000000001,258.8,5803.7,178.7,1.233,1.179,64.329,1.092
997.996,258.8,5803.7,178.7,1.233,1.178,64.329,1.092
